PSNR,SSIM,MS-SSIM,VIF,NMSE,HFEN,Image,Exponent
36.91321811261972,0.9131038277879883,0.9795181751251221,0.851351887124794,0.0033570254813000446,0.3176965792785582,file1000831.h5,1.0
36.912389693910185,0.9130973177856982,0.9795135855674744,0.8513507942098725,0.0033576658965230126,0.31772890254566416,file1000831.h5,1.25
36.91152741329509,0.9130904218276996,0.9795088768005371,0.851349452411918,0.00335833261870727,0.31776278357020066,file1000831.h5,1.5
36.90970036361706,0.9130754579123226,0.9794991612434387,0.8513460230414367,0.0033597457454268773,0.3178352610283246,file1000831.h5,2.0
36.90562987917394,0.9130407288986612,0.9794773459434509,0.8513361842917435,0.0033628961892557623,0.31799936751204383,file1000831.h5,3.0
35.710176607411555,0.8857033151488221,0.9781891703605652,0.9052250311213376,0.005663877469744228,0.3025332863641082,file1000842.h5,0.0
35.71046994543002,0.8857134811241887,0.9781924486160278,0.9052000538287894,0.0056634949241317935,0.30251317633476094,file1000842.h5,0.25
35.710741266657145,0.8857232415451912,0.9781956076622009,0.9051738686079049,0.005663141113881361,0.3024943570276355,file1000842.h5,0.5
35.71099063249108,0.8857325969319608,0.9781985282897949,0.9051464772806043,0.005662815953552812,0.3024768262036369,file1000842.h5,0.75
35.71121810607843,0.8857415478024867,0.9782016277313232,0.9051178818718599,0.00566251935588032,0.3024605813861968,file1000842.h5,1.0
35.71142375230687,0.8857500946687709,0.9782042503356934,0.9050880846072152,0.00566225123177836,0.30244561986456225,file1000842.h5,1.25
35.7116076378705,0.8857582380589311,0.9782070517539978,0.9050570879096393,0.005662011490252769,0.30243193869772445,file1000842.h5,1.5
35.71191040334118,0.885773316798663,0.9782119393348694,0.9049915068752271,0.005661616780696843,0.3024084045389067,file1000842.h5,2.0
35.71225795587819,0.8857986636565376,0.9782202243804932,0.904846079507619,0.0056611637170211745,0.30237654646847695,file1000842.h5,3.0
33.86298014941232,0.8709855144634564,0.9678012728691101,0.8974330831673047,0.0050505349548932675,0.261934338519322,file1001064.h5,0.0
33.86504849536752,0.8710010751748861,0.9678090810775757,0.8978152091521394,0.0050481301888096125,0.26171292877494395,file1001064.h5,0.25
33.86696115965724,0.8710143752064011,0.9678165316581726,0.8981945555740602,0.005045907445277944,0.26149860989599527,file1001064.h5,0.5
33.86872016100203,0.871025452336846,0.967823326587677,0.8985710702179142,0.005043864140298882,0.2612913390043,file1001064.h5,0.75
33.87032757683685,0.8710343407938153,0.9678293466567993,0.8989447032485597,0.005041997644818083,0.26109106990670944,file1001064.h5,1.0
33.871785490811114,0.8710410657583985,0.9678345918655396,0.899315408040943,0.005040305344904556,0.26089775594269393,file1001064.h5,1.25
33.87309604243662,0.8710456499782899,0.9678390622138977,0.8996831401010903,0.0050387845832855155,0.2607113473581719,file1001064.h5,1.5
33.8752841287262,0.8710485072466714,0.9678463339805603,0.9004095139503029,0.005036246554603116,0.26035901931244604,file1001064.h5,2.0
33.877996431514205,0.8710299381297807,0.9678525328636169,0.9018247956895551,0.00503310224549095,0.25973448447722264,file1001064.h5,3.0
